hellowello	`hɛ.ləʊ.'ɛ.ləʊ
opposition-benches	`ɑ.pʌ.'zɪ.ʃʌn.'bɛn.tʃɪz
dark-leav'd	'dɑ.'kliv.'bæk.slæʃ.'di
mago	'meɪ.ɡəʊ
foot-man	'fʊət.'mæn
huzza	hʌ.'zɑ
howe'er	'haʊ.'bæk.slæ.'ʃəː
serener	'sɛ.ɹʌ.nʌ
grasshopper's	'ɡɹæs.hɑ.pʌ.'bæk.slæ.'ʃɛs
purgatorial	`pəː.ɡʌ.'tɔː.ɹɪ.ʌl
samarcand	'sæ.mɑ.`kænd
printless	'pɹɪnt.lʌs
asphodel	ʌ.'sfəʊ.dʌl
standest	'stæn.dʌst
glitterings	'ɡlɪ.tʌ.ɹɪŋz
manœuvre	'mæ.nʉː.vʌ
ante-room	'æn.ti.'ɹʉːm
sugar-cates	'ʃʊə.ɡʌ.'keɪts
nimble-wheeled	'nɪm.bʌl.'wild
seeing's	'si.ɪŋ.'bæk.slæ.'ʃɛs
drummer's	'dɹʌ.mʌ.'bæk.slæ.'ʃɛs
tabbies	'tæ.bɪz
wrapp'd	'ɹæp.'bæk.slæʃ.'di
vermilion-spotted	vəː.'mɪ.leɪ.ʌn.'spɑ.tɪd
statue's	'stæ.tʃʉː.'bæk.slæ.'ʃɛs
broods	'bɹʉːdz
garden-pot	'ɡɑ.dʌn.'pɑt
à	'æ
cradle-place	'kɹeɪ.dʌl.'pleɪs
warm-hearted	'wɔːm.'hɑ.tɪd
may'st	'meɪ.'bæk.slæʃ.sʌnt
unperplex	ʌn.pʌ.'plɛks
writhed	'ɹaɪðd
warrior-guests	'wɑ.ɹɪ.ʌ.'ɡɛsts
upstirr'd	ʌp.'stəː.'bæk.slæʃ.'di
hybla's	'hɪ.blʌ.'bæk.slæ.'ʃɛs
unblind	ʌn.'blaɪnd
unbeliev'd	ʌn.bɪ.'liv.'bæk.slæʃ.'di
smelling-bottle	'smɛ.lɪŋ.'bɑ.tʌl
say'st	'seɪ.'bæk.slæʃ.sʌnt
sceptry	'skɛp.tɹɪ
forsakest	fɔː.'seɪ.kʌst
teaze	'tiz
half-past	'hɑf.'pæst
lazar-house	'leɪ.zɑ.'haʊs
decan	dɪ.'kæn
wort	'wɔːt
ætna's	'æt.nʌ.'bæk.slæ.'ʃɛs
misfeature	mɪ.'sfi.tʃʌ
unlook'd-for	ʌn.'lʊək.'bæk.slæʃ.'di.fɔː
tun	'tʌn
cloud's	'klaʊd.'bæk.slæ.'ʃɛs
prepar'd	pɹɪ.'pɑ.'bæk.slæʃ.'di
brilliances	'bɹɪ.li.ʌn.sɪz
deep-brow'd	'dip.'bɹaʊ.'bæk.slæʃ.'di
ariadne's	'æ.ɹɪ.`æd.nɪ.'bæk.slæ.'ʃɛs
ripplings	'ɹɪ.plɪŋz
calabrian	kæ.'læ.bɹeɪ.ʌn
bag-wigs	'bæ.'ɡwɪɡz
aspic	'æ.spɪk
mouse's	'maʊs.'bæk.slæ.'ʃɛs
cloudlet's	'klaʊd.lʌt.'bæk.slæ.'ʃɛs
soft-toned	'sɑft.'təʊnd
fuddled	'fʌ.dʌld
deep-recessed	'di.'pɹi.sɛst
flint-stone	'flɪnt.'stəʊn
puling	'pjʉː.lɪŋ
north-wind	'nɔː.'θwɪnd
mus'd	'mʌs.'bæk.slæʃ.'di
milk-pot	'mɪlk.'pɑt
ceas'd	'siz.'bæk.slæʃ.'di
untired	ʌn.'taɪ.ʌd
marriage-day	'mæ.ɹɪdʒ.'deɪ
interwreath'd	`ɪn.tʌ.'ɹiθ.'bæk.slæʃ.'di
isabella's	`ɪ.seɪ.'bɛ.lʌ.'bæk.slæ.'ʃɛs
unturn'dst	ʌn.'təːn.'bæk.slæʃ.`di.`ɛ.'sti
wood-nymph's	'wʊəd.'nɪmf.'bæk.slæ.'ʃɛs
besprent	bɪ.'spɹɛnt
villainy	'vɪ.lʌ.nɪ
paphos	'pæ.fəʊz
thick-skull'd	'θɪk.'skʌl.'bæk.slæʃ.'di
steeple-chime	'sti.pʌl.'tʃaɪm
fie	'faɪ
intreated	ɪn.'tɹi.tɪd
imag'ries	ɪ.'mæɡ.'bæk.slæ.'ʃɹaɪz
trammels	'tɹæ.mʌlz
marveling	'mɑ.vʌ.lɪŋ
leda's	'lɛ.dʌ.'bæk.slæ.'ʃɛs
flitter-winged	'flɪ.tʌ.'wɪŋd
heart-easing	'hɑ.'ti.zɪŋ
snow-cold	'snəʊ.'kəʊld
dropp'd	'dɹɑp.'bæk.slæʃ.'di
aurora's	ʌ.'ɹɔː.ɹʌ.'bæk.slæ.'ʃɛs
sun-rise	'sʌn.'ɹaɪz
crafticanto's	`kɹæf.tɪ.'kæn.təʊ.'bæk.slæ.'ʃɛs
out-spread	'aʊt.'spɹɛd
lamia's	'læ.mɪ.ʌ.'bæk.slæ.'ʃɛs
hurdy-gurdies	'həː.dɪ.'ɡəː.dɪz
naiad's	'neɪ.æd.'bæk.slæ.'ʃɛs
penanced	'pɛ.nʌnst
vapourous	'veɪ.pʌ.ɹʌs
antichamber	`æn.tɪ.'tʃeɪm.bʌ
itipleases	'ɪ.tɪ.`pli.zɪz
doubl'd	'dʌ.bʌl.'bæk.slæʃ.'di
well-attired	'wɛ.lʌ.'taɪ.ʌd
low-roosted	'ləʊ.'ɹʉː.stɪd
vant-brass	'vænt.'bɹæs
insupportably	ɪn.sʌ.'pɔː.tʌ.blɪ
unobnoxious	ʌ.nɑb.'nɑk.ʃʌs
view'st	'vjʉː.'bæk.slæʃ.sʌnt
mean'st	'min.'bæk.slæʃ.sʌnt
babels	'beɪ.bʌlz
spiritous	'spɪ.ɹɪ.tʌs
saphirs	'sæ.feɪ.ʌz
rushie	'ɹʌ.ʃɪ
sea-idol	'si.'aɪ.dʌl
sun-bright	'sʌn.'bɹaɪt
traduc't	'tɹæ.dʌk.'bæk.slæʃ.'ti
wood-nymph	'wʊəd.'nɪmf
unimplor'd	`ʌ.nɪm.'plɔː.'bæk.slæʃ.'di
timerous	'taɪ.mʌ.ɹʌs
sennaar	sɛ.'nɑ
undelay'd	`ʌn.dɪ.'leɪ.'bæk.slæʃ.'di
despoil	dɪ.'spɔɪl
orontes	'ɔː.ɹɑnts
impulsion	ɪm.'pʌl.ʃʌn
buisnesse	'bjʉː.ɪ.`snɛs
unpractis'd	ʌn.'pɹæk.tɪz.'bæk.slæʃ.'di
repeate	ɹɪ.'pit
advantagious	ʌd.'væn.teɪ.dʒʌs
tangl'd	'tæŋ.ɡʌl.'bæk.slæʃ.'di
regorg'd	ɹɪ.'ɡɔːɡ.'bæk.slæʃ.'di
shund	'ʃʌnd
wher	'wəː
southmost	'saʊθ.məʊst
voluntarie	'vɑ.lʌn.`tɑ.ɹɪ
prevaile	pɹɪ.'veɪl
say'st	'seɪ.'bæk.slæʃ.sʌnt
ethiops	'i.θɪ.ʌps
almansor	'ɑl.mæn.sʌ
octobers	ɑk.'təʊ.bʌz
transfixt	tɹæn.'sfɪkst
starless	'stɑ.lʌs
chaf't	'tʃæf.'bæk.slæʃ.'ti
cytherea's	`sɪ.θʌ.'ɹeɪ.ʌ.'bæk.slæ.'ʃɛs
failes	'feɪlz
new-spangled	'njʉː.'spæŋ.ɡʌld
nipt	'nɪpt
cipres	'sɪ.pʌz
wraught	'ɹɔːt
libecchio	'laɪb.kɪ.`əʊ
ashie	'æ.ʃɪ
huge-bellied	'hjʉːdʒ.'bɛ.lɪd
eye-witness	'aɪ.'wɪt.nʌs
blaspheam'd	'blæ.sfim.'bæk.slæʃ.'di
writh'd	'ɹaɪð.'bæk.slæʃ.'di
spous'd	'spʉːz.'bæk.slæʃ.'di
inextricable	`ɪ.nɛk.'stɹɪ.kʌ.bʌl
oxus	'ɑk.sʌs
praire	'pɹəː
namancos	næ.'mæn.kəʊz
purst'd	'pəːst.'bæk.slæʃ.'di
lovliest	'lʌv.lɪ.ʌst
overawd	`əʊ.vʌ.'ɹɔːd
amalec	ʌ.'meɪ.lʌk
circumfluous	'səː.kʌm.`flʉː.ʌs
thessalian	θɛ.'seɪ.leɪ.ʌn
vitious	'vɪ.ʃʌs
peirc'd	'pəːk.'bæk.slæʃ.'di
ventrous	'vɛn.tɹʌs
tartareous	'tɑ.təː.ɹʌs
difficultie	'dɪ.fɪ.`kʌl.tɪ
undetermind	`ʌn.dɪ.'təː.maɪnd
sessión	`sɛ.sɪ.'ɑn
unsutable	ʌn.'sʉː.tʌ.bʌl
declin'd	dɪ.'klɪn.'bæk.slæʃ.'di
proverbd	'pɹɑ.vʌbd
dooer	'dʉː.ʌ
fusil	'fjʉː.sʌl
unfeard	ʌn.'feɪ.ʌd
foame	'fəʊm
imbround	ɪm.'bɹaʊnd
abhorr'd	ʌb.'hɔː.'bæk.slæʃ.'di
baptiz'd	'bæp.tɪz.'bæk.slæʃ.'di
unlocke	ʌn.'lɑk
abhorrd	ʌb.'hɑ.ʌd
unheedy	ʌn.'hi.dɪ
benizon	bɪ.'naɪ.zʌn
embarqu'd	ɛm.'bɑk.'bæk.slæʃ.'di
abbana	æ.'bɑ.nʌ
erythrean	'əː.ɹɪ.`θɹeɪ.ʌn
oppos'd	'ɑ.pəʊz.'bæk.slæʃ.'di
desparate	dɪ.'spæ.ɹeɪt
turnings	'təː.nɪŋz
tongue-batteries	'tʌŋ.'bæ.tʌ.ɹɪz
beryll	'bəː.ɹɪl
queint	'kweɪnt
half-regain'd	'hɑ.fɹɪ.'ɡeɪn.'bæk.slæʃ.'di
wooll	'wʊəl
heart-strook	'hɑt.'stɹʊək
vvhy	`vi.`vi.`eɪtʃ.'waɪ
ventring	'vɛn.tɹɪŋ
spume	'spjʉːm
entring	'ɛn.tɹɪŋ
smooth-shaven	'smʉːð.'ʃeɪ.vʌn
wassailers	'wɑ.seɪ.lʌz
a-field	'eɪ.'fild
severitie	'sɛ.vʌ.`ɹɪ.tɪ
serraliona	`sɛ.ɹʌ.lɪ.'əʊ.nʌ
dismist	dɪ.'smɪst
coold	'kʉːld
struck'n	'stɹʌk.'bæk.slæ.'ʃɛn
whelming	'wɛl.mɪŋ
constraind	kʌn.'stɹeɪnd
readie	'ɹi.dɪ
unsustaind	ʌn.sʌ.'steɪnd
draw'st	'dɹɔː.'bæk.slæʃ.sʌnt
curius	'kjʊə.ɹɪ.ʌs
settl'd	'sɛ.tʌl.'bæk.slæʃ.'di
count'nance	'kaʊnt.'bæk.slæʃ.'næns
prov'd	'pɹɑv.'bæk.slæʃ.'di
meek-eyed	'mi.'kaɪd
cælestial	'kæ.lɛst.jʌl
aialon	'eɪ.æ.lʌn
orewearied	'ɔː.weɪ.ʌ.ɹɪd
harrass	'hæ.ɹʌs
conclud'st	kʌn.'klʌd.'bæk.slæʃ.sʌnt
ill-fitted	'ɪl.'fɪ.tɪd
over-inultitude	`əʊ.vʌ.ɹɪ.'nʌl.tɪt.`jʉːd
lookt	'lʊəkt
taske	'tæsk
bosporus	'bɑ.spɔː.ɹʌs
displac't	dɪ.'splæk.'bæk.slæʃ.'ti
herdman's	'həːd.mʌn.'bæk.slæ.'ʃɛs
injurie	'ɪn.dʒʊə.ɹɪ
adversarie	'æd.vʌ.`sɑ.ɹɪ
inwards	'ɪn.wʌdz
whileare	'wɪ.leɪ.ʌ
traine	'tɹeɪn
lushious	'lʌ.ʃɪ.ʌs
hew'n	'hjʉː.'bæk.slæ.'ʃɛn
cittron	'sɪ.tɹɑn
pittie	'pɪ.tɪ
excus'd	ɛk.'skjʉːz.'bæk.slæʃ.'di
unprevented	ʌn.pɹɪ.'vɛn.tɪd
urg'd	'əːɡ.'bæk.slæʃ.'di
supernal	sʉː.'pəː.nʌl
doggs	'dɑɡz
raggs	'ɹæɡz
threat'nd	'θɹɛt.'bæk.slæ.`ʃɛn.'di
campanian	kæm.'peɪ.neɪ.ʌn
smooth-dittied	'smʉːð.'dɪ.tɪd
empierc'd	ɛm.'peɪ.ʌk.'bæk.slæʃ.'di
tiger-moth's	'taɪ.ɡʌ.'mɑθ.'bæk.slæ.'ʃɛs
whortle-berries	'wɔː.tʌl.'bɛ.ɹɪz
oft-times	'ɑft.'taɪmz
conscience-calm'd	'kɑn.ʃʌn.'skɑm.'bæk.slæʃ.'di
cupid's	'kjʉː.pɪd.'bæk.slæ.'ʃɛs
disjoin	dɪs.'dʒɔɪn
laurell'd	'lɔː.ɹʌl.'bæk.slæʃ.'di
june-grass	'dʒjʉːn.'ɡɹæs
fear'st	'feɪ.ʌ.'bæk.slæʃ.sʌnt
nectarous	'nɛk.tæ.ɹʌs
unpossess'd	ʌn.pʌ.'zɛs.'bæk.slæʃ.'di
enchantments	ɛn.'tʃænt.mʌnts
courtliest	'kɔːt.lɪ.ʌst
kosciusko's	'kɑ.sɪ.ʌ.`skəʊ.'bæk.slæ.'ʃɛs
mid-may	'mɪd.'meɪ
yerk	'jəːk
handy-work	'hæn.dɪ.'wəːk
tippled	'tɪ.pʌld
ring-dove	'ɹɪŋ.'dʌv
unripe	ʌn.'ɹaɪp
tramplings	'tɹæm.plɪŋz
prov'd	'pɹɑv.'bæk.slæʃ.'di
even-song	'i.vʌn.'sɑŋ
faint-heard	'feɪnt.'həːd
ev'rywhere	'ɛv.'bæk.slæ.'ʃɹɪ.wəː
proud-heart	'pɹaʊd.'hɑt
lashless	'læʃ.lʌs
pleader	'pli.dʌ
franconian	fɹæn.'kəʊ.neɪ.ʌn
condoles	kʌn.'dəʊlz
crafticanto	`kɹæf.tɪ.'kæn.təʊ
half-done	'hɑf.'dʌn
peccadilloes	`pɛ.kʌ.'dɪ.ləʊz
pards	'pɑdz
slave-like	'sleɪv.'laɪk
blushingly	'blʌ.ʃɪŋ.lɪ
mulciber's	'mʌl.sɪ.bʌ.'bæk.slæ.'ʃɛs
deep-damask'd	'dip.'dæ.mæsk.'bæk.slæʃ.'di
a-row	'eɪ.'ɹaʊ
fresh-thrown	'fɹɛʃ.'θɹəʊn
frill-rumpling	'fɹɪl.'ɹʌm.plɪŋ
whisp'ring	'wɪsp.'bæk.slæ.'ʃɹɪŋ
untun'd	ʌn.'tʌn.'bæk.slæʃ.'di
nursey	'nəː.sɪ
ringeth	'ɹɪŋ.ʌθ
old-sign	'əʊld.'saɪn
sign-board	'saɪn.'bɔːd
love-sound	'lʌv.'saʊnd
inviter	ɪn.'vaɪ.tʌ
re-appeared	`ɹi.ʌ.'peɪ.ʌd
annuls	ʌ.'nʌlz
stags	'stæɡz
petards	'pɛ.tɑdz
calidore	'kæ.lɪ.`dɔː
fatted	'fæ.tɪd
gold-fish	'ɡəʊld.'fɪʃ
hour-long	'aʊ.ʌ.'lɑŋ
prison-house	'pɹɪ.zʌn.'haʊs
janizaries	'dʒæ.nɪ.zʌ.ɹɪz
slumberous	'slʌm.bʌ.ɹʌs
vane's	'veɪn.'bæk.slæ.'ʃɛs
faery-roof	'fəː.ɹɪ.'ɹʉːf
tittle-tattle	'tɪ.tʌl.'tæ.tʌl
dolt	'dəʊlt
sidelong	'saɪd.lɑŋ
cleone	klɪ.'əʊn
dignities	'dɪɡ.nɪ.tɪz
heart-shap'd	'hɑ.'tʃæp.'bæk.slæʃ.'di
lineament	'lɪ.neɪ.ʌ.mʌnt
table-coverlits	'teɪ.bʌl.'kʌ.vʌ.`lɪts
wood-lark	'wʊəd.'lɑk
may-grown	'meɪ.'ɡɹəʊn
naumachia	nɔː.'meɪ.ʃʌ
untouch'd	ʌn.'tʌtʃ.'bæk.slæʃ.'di
wizard-woven	'wɪ.zʌ.'dwəʊ.vʌn
red-lin'd	'ɹɛd.'lɪn.'bæk.slæʃ.'di
warrior's	'wɑ.ɹɪ.ʌ.'bæk.slæ.'ʃɛs
costliness	'kɑst.lɪ.nʌs
fast-limed	'fæst.'laɪmd
re-enter	`ɹi.'ɛn.tʌ
franconia	fɹæn.'kəʊ.neɪ.ʌ
hill-side	'hɪl.'saɪd
court-bankrupt	'kɔːt.'bæŋ.kɹʌpt
cherub's	'tʃɛ.ɹʌb.'bæk.slæ.'ʃɛs
granary	'ɡɹæ.nʌ.ɹɪ
urganda's	əː.'ɡæn.dʌ.'bæk.slæ.'ʃɛs
wool-woofed	'wʊəl.'wʉːft
million-pleasured	'mɪ.leɪ.ʌn.'plɛ.ʒʌd
reefed	'ɹift
of's	ɑv.'bæk.slæ.'ʃɛs
falt'ring	'fɑlt.'bæk.slæ.'ʃɹɪŋ
cockatrice	'kɑ.kæ.tɹɪs
unlovely	ʌn.'lʌv.lɪ
meekness	'mik.nʌs
ravishes	'ɹæ.vɪ.ʃɪz
window-panes	'wɪn.dəʊ.'peɪnz
birth-day	'bəːθ.'deɪ
beggar-spies	'bɛ.ɡʌ.'spaɪz
scape-graces	'skeɪp.'ɡɹeɪ.sɪz
lattic'd	'læ.tɪk.'bæk.slæʃ.'di
bird-like	'bəːd.'laɪk
spar'st	'spɑ.'bæk.slæʃ.sʌnt
rope-ladder	'ɹəʊ.'plæ.dʌ
vilely	'vaɪl.lɪ
hellebore	'hɛ.lɪ.`bɔː
dwarfish	'dwɔː.fɪʃ
widenesses	'waɪd.nʌ.sɪz
believ'd	bɪ.'liv.'bæk.slæʃ.'di
hand-clasp'd	'hænd.'klæsp.'bæk.slæʃ.'di
under-grove	`ʌn.dʌ.'ɡɹəʊv
pight	'paɪt
condoling	kʌn.'dəʊ.lɪŋ
inclin'd	ɪn.'klɪn.'bæk.slæʃ.'di
orbed	'ɔːbd
lid-lashes	'lɪd.'læ.ʃɪz
baptiz'd	'bæp.tɪz.'bæk.slæʃ.'di
beechen	'bi.tʃʌn
under-tone	`ʌn.dʌ.'təʊn
ghittern's	'ɡɪ.tʌn.'bæk.slæ.'ʃɛs
hour-glass	'aʊ.ʌ.'ɡlæs
half-idiot	'hɑ.'fɪ.dɪ.ʌt
well-a	'wɛ.'leɪ
crownet's	'kɹaʊ.nɪt.'bæk.slæ.'ʃɛs
semi-shaded	'sɛ.mɪ.'ʃeɪ.dɪd
haviour	'hæ.vjʌ
leafits	'li.fɪts
swallow's	'swɑ.ləʊ.'bæk.slæ.'ʃɛs
morning-coffee's	'mɔː.nɪŋ.'kɑ.fɪ.'bæk.slæ.'ʃɛs
light-winged	'laɪ.'twɪŋd
expell'd	ɛk.'spɛl.'bæk.slæʃ.'di
refreshfully	ɹɪ.'fɹɛʃ.fʌ.lɪ
spaniels	'spæn.jʌlz
middle-days	'mɪ.dʌl.'deɪz
hinnom's	'hɪ.nʌm.'bæk.slæ.'ʃɛs
mannerly	'mæ.nʌ.lɪ
polyphemes	`pɑ.lɪ.'fimz
excuser	ɛk.'skjʉː.sʌ
mail-coaches	'meɪl.'kəʊ.tʃɪz
graine	'ɡɹeɪn
benumm	bɪ.'nʌm
fourfold-visag'd	'fɔː.fəʊld.'vɪ.sæɡ.'bæk.slæʃ.'di
abstemious	ʌb.'sti.meɪ.ʌs
arethuse	'æ.ɹɪ.`θjʉːs
enerve	'ɛ.nʌv
forbid'n	fʌ.'bɪd.'bæk.slæ.'ʃɛn
reatd	'ɹitd
babilon	'bæ.bɪ.lʌn
argob	'ɑ.ɡɑb
brouze	'bɹʉːz
welnigh	'wɛl.naɪ
darkling	'dɑ.klɪŋ
quivers	'kwɪ.vʌz
besaught	bɪ.'sɔːt
heaven-born	'hɛ.vʌn.'bɔːn
impregn'd	ɪm.'pɹɛɡəːn.'bæk.slæʃ.'di
seavens	'sɛ.vʌnz
ophiusa	'ɑ.fɪ.ʌ.sʌ
hecate	'hɛ.kʌ.`teɪ
enrag'd	ɛn.'ɹæɡ.'bæk.slæʃ.'di
ammiral	'æ.məː.ɹʌl
unmov'd	ʌn.'mɑv.'bæk.slæʃ.'di
mæonides	'maʊ.naɪdz
light-armed	'laɪ.'tɑmd
hels	'hɛlz
hurtfull	'həːt.fʊəl
beeves	'bivz
cumbrance	'kʌm.bɹʌns
armoric	ɑ.'mɑ.ɹɪk
recoild	ɹɪ.'kɔɪld
overturnes	`əʊ.vʌ.'təːnz
demogorgon	'dɛ.mʌ.`ɡɔː.ɡʌn
æquator	ʌ.'kwæ.tʌ
fantasm	'fæn.tæ.zʌm
ev'n	'ɛv.'bæk.slæ.'ʃɛn
halleluiahs	`hæ.lɪ.'lʉː.jʌz
lemnos	'lɛm.nəʊz
unwholsom	ʌn.'hɑl.sʌm
panope	'pæ.nəʊp
nisroc	'nɪs.ɹɑk
abassin	ʌ.'bæ.sɪn
aspramont	ʌ.'spɹæ.mɑnt
scoffing	'skɑ.fɪŋ
aveng'd	ʌ.'vɛŋ.'bæk.slæʃ.'di
effulgence	ɪ.'fʌl.dʒʌns
paus'd	'paʊs.'bæk.slæʃ.'di
beames	'bimz
embrac'd	ɛm.'bɹæk.'bæk.slæʃ.'di
proem	'pɹəʊm
suffic'd	sʌ.'fɪk.'bæk.slæʃ.'di
voyce	'vɔɪs
seise	'saɪz
unbuckl'd	ʌn.'bʌ.kʌl.'bæk.slæʃ.'di
maistrie	'meɪ.stɹɪ
nativitie	'næ.tɪ.`vɪ.tɪ
councellors	'kaʊn.sɛ.lʌz
warbl'st	'wɔː.bʌl.'bæk.slæʃ.sʌnt
side-long	'saɪd.'lɑŋ
quench't	'kwɛntʃ.'bæk.slæʃ.'ti
dreare	'dɹeɪ.ʌ
sollid	'sɑ.lɪd
transferre	tɹæn.'sfəː.ɹʌ
journied	'dʒəː.nɪd
shar'd	'ʃɑ.'bæk.slæʃ.'di
tiresias	'taɪ.ʌ.zeɪ.ʌz
sov'ranty	'sɑv.'bæk.slæ.'ʃɹæn.tɪ
inforc'd	ɪn.'fɔːk.'bæk.slæʃ.'di
stock't	'stɑk.'bæk.slæʃ.'ti
disjoine	dɪs.'dʒɔɪn
re-admit	`ɹi.ʌd.'mɪt
reck'n	'ɹɛk.'bæk.slæ.'ʃɛn
carreer	kæ.'ɹeɪ.ʌ
battails	'bæ.teɪlz
scann'd	'skæn.'bæk.slæʃ.'di
maying	'meɪ.ɪŋ
mildness	'maɪld.nʌs
champain	'tʃæm.peɪn
pellean	'pɛ.leɪ.ʌn
unplausible	ʌn.'plɔː.zʌ.bʌl
attrite	ʌ.'tɹaɪt
ramoth	'ɹæ.mɑθ
tombe	'tɑm
terrour	'tɛ.ɹʌ
winke	'wɪŋk
unsaught	ʌn.'sɔːt
securer	sɪ.'kjʊə.ɹʌ
jealousie	'dʒɛ.laʊ.sɪ
pav'd	'pæv.'bæk.slæʃ.'di
disburd'ning	dɪs.'bəːd.'bæk.slæʃ.'nɪŋ
gadier	'ɡeɪ.dɪ.ʌ
boist'rous	'bɔɪst.'bæk.slæ.'ʃɹʉːz
salmanassar	'sæl.mʌ.`næ.sɑ
endorst	ɛn.'dɔːst
sprinckle	'spɹɪŋ.kʌl
unshower'd	ʌn.'ʃaʊ.ʌ.'bæk.slæʃ.'di
fre'd	'fɹi.'bæk.slæʃ.'di
terrours	'tɛ.ɹʌz
multiplyed	'mʌl.tɪ.`plaɪd
and's	ænd.'bæk.slæ.'ʃɛs
dittyes	'dɪ.taɪz
beest	'bist
clov'n	'klʌv.'bæk.slæ.'ʃɛn
clustring	'klʌ.stɹɪŋ
artificer	'ɑ.tɪ.fɪ.sʌ
mid-hours	'mɪ.'daʊ.ʌz
chanc'd	'tʃænk.'bæk.slæʃ.'di
spak'st	'spæk.'bæk.slæʃ.sʌnt
raunging	'ɹɔːn.dʒɪŋ
revisit'st	ɹɪ.'vɪ.zɪt.'bæk.slæʃ.sʌnt
unapprov'd	ʌ.nʌ.'pɹɑv.'bæk.slæʃ.'di
coaly	'kəʊ.ʌ.lɪ
gulphie	'ɡʌl.fɪ
wearie	'wəː.ɹɪ
all-chearing	'ɔːl.'tʃeɪ.ʌ.ɹɪŋ
benjamins	'bɛn.dʒʌ.mɪnz
beleefe	bɪ.'lif
solemnest	'sɑ.lɛm.nʌst
off'ring	'ɑf.'bæk.slæ.'ʃɹɪŋ
obstriction	ɑb.'stɹɪk.ʃʌn
servilly	'səː.vʌ.`lɪ
fresh-blown	'fɹɛʃ.'bləʊn
thick-rammd	'θɪ.'kɹæm.`di
th'world	`ti.'eɪtʃ.'bæk.slæ.'ʃwəːld
hesebon	'hɛ.sɛ.bʌn
saught	'sɔːt
resalute	ɹɪ.sʌ.'lʉːt
pelorus	'pɛ.lɔː.ɹʌs
fourfooted	'fɔː.fʊə.tɪd
forewarning	fɔː.'wɔː.nɪŋ
azazel	'æ.zeɪ.zʌl
mid-noon	'mɪd.'nʉːn
awak't	ʌ.'wæk.'bæk.slæʃ.'ti
alacritie	ʌ.'læ.kɹɪ.tɪ
panoplie	'pæ.nɑ.plɪ
mysterie	'mɪ.stʌ.ɹɪ
jaculation	`dʒæ.kjʊə.'leɪ.ʃʌn
propos'd	'pɹəʊ.pəʊz.'bæk.slæʃ.'di
fens	'fɛnz
obtruding	ɑb.'tɹʉː.dɪŋ
reflourishes	ɹɪ.'flaʊ.ʌ.ɹɪ.ʃɪz
concours	kʌn.'kəːz
sunnie	'sʌ.nɪ
knot-grass	'nɑt.'ɡɹæs
mutinie	'mjʉː.tɪ.nɪ
deignd	'deɪnd
transubstantiate	tɹæn.sʌb.'stæn.ʃɪ.`eɪt
conflagrant	kʌn.'fleɪ.ɡɹʌnt
sheep-walks	'ʃip.'wɔːks
meroe	'mɛ.ɹəʊ
despaire	dɪ.'spəː
teize	'tiz
portraid	'pɔː.tɹeɪd
powrd	'paʊ.ʌd
envies	'ɛn.vɪz
overlive	`əʊ.vʌ.'laɪv
consistory	kʌn.'sɪ.stʌ.`ɹɪ
non-elect	'nɑ.nɪ.'lɛkt
unsurmised	ʌn.sʌ.'maɪzd
victor-deeds	'vɪk.tʌ.'didz
mad-fumed	'mæd.'fjʉːmd
dar'st	'dɑ.'bæk.slæʃ.sʌnt
promis'd	'pɹɑ.mɪs.'bæk.slæʃ.'di
fox-glove	'fɑks.'ɡlʌv
man-cook	'mæn.'kʊək
seiz'd	'siz.'bæk.slæʃ.'di
obeisance	'əʊ.bɪ.sʌns
ne'ertheless	'ni.'bæk.slæ.`ʃəː.ðʌ.'lɛs
delicates	'dɛ.lɪ.kʌts
pronounc'd	pɹʌ.'naʊŋk.'bæk.slæʃ.'di
darkling	'dɑ.klɪŋ
valley-glades	'væ.lɪ.'ɡleɪdz
crete's	'kɹit.'bæk.slæ.'ʃɛs
thornless	'θɔːn.lʌs
fair-eyed	'fəː.'ɹaɪd
court-janus	'kɔːt.'dʒæ.nʌs
regal-dress'd	'ɹi.ɡʌl.'dɹɛs.'bæk.slæʃ.'di
foughten	'fɔː.tʌn
eurydice	'jʉː.ɹɪ.dɪs
milk-white	'mɪl.'kwaɪt
bitter-sweet	'bɪ.tʌ.'swit
spectre-thin	'spɛk.tʌ.'θɪn
dreamingly	'dɹi.mɪŋ.lɪ
broidered	'bɹɔɪ.dʌd
new-blown	'njʉː.'bləʊn
by-gone	baɪ.'ɡɑn
fair-spaced	'fəː.'speɪst
benison	bɪ.'nɪ.sʌn
banqueting	'bæn.kwɪ.tɪŋ
cross-surmounted	'kɹɑs.sʌ.'maʊn.tɪd
unmaimed	ʌn.'meɪmd
o'erwise	'əʊ.'bæk.slæ.'ʃəː.waɪz
udge	'ʌdʒ
presseth	'pɹɛ.sʌθ
entic'd	ɛn.'tɪk.'bæk.slæʃ.'di
chaldean	'tʃæl.deɪ.ʌn
verdurous	'vəːd.jʊə.ɹʌs
shallows	'ʃæ.ləʊz
money-bags	'mʌ.nɪ.'bæɡz
budded	'bʌ.dɪd
break-covert	'bɹeɪk.kəʊ.'vəːt
hymned	'hɪmd
armouries	'ɑ.məː.ɹɪz
does't	'dʌz.'bæk.slæʃ.'ti
wannish	'wɑ.nɪʃ
sighings	'saɪ.ɪŋz
folio	'fəʊ.lɪ.`əʊ
